:START_ID(Author);:END_ID(Articles)
T. A. Burton;3028
Meng-Lun Tsai;11387
Chien-Chih Chen;3314
Junpeng Guo;12419
Andrews Sobral;10941
Daniele Pianu;17169
Changhan Yoon;4781
Zhen Xu;1379
Markus Schiefer;2397
Arif Ali Khan;2774
Víctor Miñambres-Marcos;4484
Jie Liu 0012;15218
Mariela Cerrada;2881
P. R. Mishra;738
Daniel Sánchez Morillo;13305
Huanfeng Dong;17127
Alejandro Carazo;297
Dongdong Cui;18507
Xiubin Dai;12608
Qiang Li 0009;14354
Santanu Das;10106
Zhixing Cao;18798
Zhenhui Situ;4153
Hwee-Xian Tan;10696
Mohammed E. Dessouki;5444
Nurhayat Ispir;18608
Tri Minh Nguyen;19211
Ehab H. E. Bayoumi;4124
Jia Tang;3407
Elias A. Alwan;6019
Mohamed Mamdouh M. Ali;1638
Brian L. Thomas;17171
Pin-Shou Ting;14911
Letizia Fragomeni;8777
Chuang Lin;318
Rafael S. Oliveira;17951
Rosa Helena Bustos;7083
Andrew J. McDaid;4158
Rainer Kokozinski;5780
Dimitrios Moshou;3342
Francesco Bertocci;800
Jacques Verdier;19194
Xuewei Zhang;13729
Shigeo Urushidani;14151
Jaesung Lim;14100
Heli Ma;4412
Aihua Zhang 0003;18131
Dijiang Huang;9820
Hong-Hee Lee;9820
Jong-Rak Yoon;19917
Yoo-Seung Hong;14217
Yufan Cao;11385
Yunfeng Liu;5895
Ahmed Alagha;19752
Shutang Liu;3360
Mojgan Ahmadzadeh-Raji;16133
Gerhard Wunder;11089
Lei Jiang;9941
Yanqing Hou;7627
Juan Herrero;18618
Cheng Fang;10252
Magdy F. Iskander;7198
Jie Yuan;3710
Zhao-ye Qin;63
Shubo Liu;4494
Sven Findeiß;17963
Lara Bereza-Malcolm;2581
Jong Pil Kim;14571
Lihua Xie;13461
Fathy Alburaei Eassa;4757
Yao-Joe Yang;17547
Hua Duan;15400
Moustafa Elshafei-Abmed;15285
Pedro H. J. Nardelli;10295
Cristian Kunusch;17709
S. Dhamayanthi;3837
Abdelhadi Bouain;14254
Jun Guo 0001;12676
Seok-Kyoon Kim;18774
Zhenzhen Zhao;9514
Ahmet Cihat Baktir;6125
Junying Li;12337
Bin Yang;1400
Rached Dhaouadi;15727
Babak Ziaie;19494
Marco Dionigi;7886
Yu Gu 0011;8279
Ahmed Youssef Ali Amer;13429
Dhanjoo N. Ghista;13001
Yee-Hong Yang;16437
Gaofeng Wang;5077
Rengül Çetin-Atalay;14361
Kun Mean Hou;2396
Jacek Rabkowski;19889
Lucy Cheadle;14536
Weimin Pan;11727
Claudia A. Pérez-Pinacho;18125
Yongtao Geng;821
Hassan A. Karimi;16554
Henning U. Voss;2781
Jiaxin Chen;1368
Giuseppe Bianchi 0001;10165
Eila Ovaska;12188
Chen Ya-Ting;19183
Rahman Ali;6926
Abbes Amira;4858
Xiaopeng Wei;13529
José Maria Muñoz-Ferreras;8603
Kashif Rehan;17172
Wooseong Cho;12178
Miruna Raceala-Motoc;19687
Karl Rupp;19100
Lucia Lo Bello;16736
Ranjan Das;6065
Sheng-Hu Ding;17920
Gyunghoon Park;3517
Edwin Aldana-Bobadilla;3625
Saurabh Kumar Garg;7370
Shukang Lyu;2328
Xiaoying Gu;6882
Mohamed Khalgui;13552
Tom Kwasnitschka;795
Petra Majzlíková;7294
Ming Min;9215
Zhang Rui;14730
Mohit S. Sharma;8163
Luyu Zhao;974
Agnieszka Stolarczyk;3528
Kang Ryoung Park;2035
Mattia Morandin;7785
Anton Akusok;11119
Shoaib Ehsan;9047
Tomasz Hachaj;15754
Gregory Levitin;14386
Daniel Manrique;19548
Jaewook Rhim;14927
Shih-Lung Shaw;5196
Dmitri Vinnikov;9212
Shaohui Mei;15540
Muhammad Amjad 0001;12121
Hongqi Li;16105
Weiwei Yuan;12329
Leon M. Tolbert;1070
Fengyu Qu;40
Jia Wei Yu;3620
Thi-Nga Dao;16041
Logan O. Mailloux;10328
Yu Lei;5282
Balasubramaniam Natarajan;4935
Qingji Zheng;9480
Pang-Lung Li;2205
Heung Soo Kim;10820
Leah H. Jamieson;3708
Wonsik Lee;10138
Jennie J. Gallimore;1808
Antonio B. Martínez;7781
Muhammad Waqas;4987
Livio Pinto;596
Aitor Álvarez;632
Shuguo Pan;9927
Gong Chen;10489
Nasro Min-Allah;222
Tony M. Yen;13270
Masoumeh Sharafi;13878
Fangjun Arroyo;16682
Bin Wu 0002;4494
Marco Baldi;4673
Sheng Bi;6586
Lin Cheng 0004;16447
Muhammad Ahsen;17444
Taeyang Kim;3672
Norman Wagner;6564
Weiqiang Liu;2615
Rodrigo Padilha Vieira;8617
Haluk Kulah;1048
Lansun Chen;13111
Taotao Wang;5005
Luca D&apos;Onofrio;633
Jun-Hyuk Kwak;11733
Lothar Frey;13367
Jan Kallberg;5869
Hassan Dana Mazraeh;12175
Wei Cui 0002;3368
Jun Liu 0011;4537
Henry Lukaski;9392
Ewa Nowakowska;3075
Susovan Mukhopadhyay;2477
Sergio Pérez;8827
R. Brian Jenkins;14085
Teuvo Suntio;16605
Taras Iakymchuk;3857
Bing Qi;7534
Lubna Elsaid;12464
Qasim Awais;10775
Yujie Wang;12863
Xiao Fu;16132
Yinyan Zhang;3192
Radek Chlebus;4465
Mario Muñoz Organero;1294
Rasheed Hussain;14328
Hercules Avramopoulos;11723
Ferdaouss Mattoussi;18029
Bin Yu;15264
Youn Kwae Jeong;3597
Rodrigo De Souza Couto;8217
Dian Tjondronegoro;9837
Keqiong Chen;16262
Ganbayar Gankhuyag;19167
Kehao Wang;16029
Qingji Zheng;10509
Yang Zhou;10908
Qi Zhang 0002;16474
Gabriel Galindo-Romera;18048
Harry Vereecken;3002
Anna Umbert;1368
Markus Schiefer;10978
Yu Hu;3929
Pablo M. de la Barrera;3429
Shih-Ching Chen;117
Krishnan Murugappan;13098
Stephen J. Boyes;752
Dongyan Chen;7850
Shekh Emran;15398
Edward G. Hoare;15837
Lisa Bucci;5369
Jan Behmann;8510
Dariusz Burnat;18158
Giulio Riberto;5860
Hong-Lin Liao;7374
Xinyi Fan;3228
Juan Antonio Rodríguez;15374
Jie Tang 0002;6068
Fang Qiu;8452
Christopher Pope;10249
Jeongho Park;13740
Awais Qasim;6852
Juan Sancho;13291
Bin Xie;19221
Fan Cheng;8886
Thorsten Neuschel;12881
Qinruo Wang;11901
Aixiang He;13231
Ping Wang 0001;8471
Thomas Geernaert;7283
Pedro Castro;7047
Jan Stake;5849
Konstantinos I. Papadimitriou;4042
Chenhuan Wang;1341
Katerine Díaz-Chito;5143
Tomas Modeer;14539
Elvan Akin;1832
Wenyi Liang;142
Haixia Wang;16953
Manjusri Basu;9270
Chengjie Li;12515
Janne Nerg;18346
Zhang Guozhi;17450
Wenyu Liu;831
Chris Irwin;17629
Yuanyuan Li;9135
M. Cerdeira-Corujo;1239
Ingo Neumann;8122
Valerio Selis;953
Namhoon Kim;12986
Bo Fan;18858
Wenbin Sun;14114
Giovanni Sansavini;9590
Mehrdad Ebrahimi;11285
Tong Yao;8888
Yan-Cun Li;2438
Mohammad Alkhatani;8556
Lothar Reichel;10044
Calogero Carlo Labrozzo;11671
Yongchun Fang;15001
Abdelaziz El Fazziki;8635
Hui Li 0006;15628
Gongpu Wang;9092
Anmol Ratna Saxena;12222
Xiaoping Wang;3811
Pierre Richard Dahoo;3245
Chang-Bin Ha;15623
Katarzyna Bejtka;16474
William Mark Townsley;15802
Federico Montano;16195
Carlos Bermejo;14033
Muhammad Afzal;2789
Yunquan Dong;12453
Ghulam Abbas;19882
Emmanouil Panaousis;9584
Yonglei Chang;5447
Yuan Yao 0003;17024
Ah Ra Kim;9684
Chen Qu;16281
Antonia Soto;8726
John F. McDonald;6025
Boda Yang;9941
Yukimasa Kaneda;9558
Fen Liu;9385
Alejandro González;16334
Eric M. Yeatman;17293
Yuanbin He;11686
Jian Tang 0004;2064
Shi-Cho Cha;3981
Dmitry V. Shtansky;6309
Xinyu Zhou;15243
Diep N. Nguyen;10142
Padraig Corcoran;16131
Yi Du;19866
Juan Carlos Preciado;9833
Tam Q. Nguyen;14867
Sergey Lobov;15750
Jun-Seong Kim;350
Sanja Tipuric-Spuzevic;13255
Heng-I Chi;932
Fatih Gökçe;9954
Renan P. Araújo;3244
Ferruh Özbudak;16809
Qingchao Zhao;6879
Donato Di Paola;17862
Jan Brandts;14694
Larry M. Arjomandi;9539
Achilles Tripolitsiotis;10669
Jing Zhao;9575
Takehiro Inohara;19226
Javed Ahmed Laghari;11272
Andoni Arruti;10347
Xiangdong Kong;1913
Antonio Cicchetti;1283
Ing-Chao Lin;2537
Xiaoping Li;7024
Jesper Møller;19870
Jianwei Li;18664
Siyuan Liu;6152
Haluk Demirkan;14565
Yudong Zhang;7105
Yaxi Lei;12153
Hsu-Yung Cheng;8405
John W. Simpson-Porco;16542
Faisel E. M. Tubbal;12120
Seol-Young Jeong;12683
Zhiqiang Zuo 0001;16655
Madhav Kumar;8306
Mujtaba Hussain Jaffery;6882
Muhammad Hafiz Abu Bakar;14872
Dagmar Svecova;11955
Miao Cai;3669
Robson B. Gonzatti;13348
Andrei A. Eliseev;3666
Qing-Xian Wu;14443
Xingshuo Cheng;1202
Yuxin Su;19019
Qingsong Hu;295
Michael J. Vellekoop;19266
Ao Guo;16900
Alin Moldoveanu;13378
Michiaki Inoue;17100
Alejandro Solís;8031
Baojun Zhao;11304
Youyi Wang;11603
René Landry Jr.;8461
Chen-Ling Wu;8121
Bienvenido Jiménez;7905
Zhengzhe Xiang;17337
Konstantin Turitsyn;5882
Juan Martín Carpio Valadez;10275
Abanob Abdelnour;558
Yen-Lin Chen;2447
Ming Ma;4254
Fu-lei Chu;12725
Ruilin Liu;16628
John G. Hartnett;9526
Ting Dai;19884
Dario Compagnone;4697
Ying-En Ge;18993
Joao F. Justo;9011
Jeanho Park;14305
Sha Yao;1109
Baochang Shi;14068
Wojciech Skierucha;18103
Xuexiang Zhong;728
Marius Mihai Birou;4213
Yunze Gao;19489
Sun Yong Kim;12527
Andrew G. Gehring;13173
Mengyuan Li;75
Preeti Agarwal;1028
Krzysztof Zawirski;10375
Xiaonong Xu;4250
Gilmar Guimaraes;10826
Marcus J. Schultz;12250
Jianchao Chen;9442
Shao-Yu Lien;19023
Peng Wang 0031;7210
Hao Liu 0004;11117
Pengcheng Li;4476
Julián M. Barreiro;9944
Leonimer Flavio de Melo;6333
Hassan Hassanzadeh;8506
Huaqun Wang;8217
Yang Wang 0006;10685
Danilo Cáceres Hernández;7565
Valentino Meacci;18236
Enas Abdulhay;17507
Rodolfo E. Haber;13942
Bruce K. Gale;17286
Jongin Kim;15827
Yingwei Jin;9222
Song Ci;10861
Sangwon Seo;7891
Mengwei Sun;3773
Jeremy C. Taylor;1430
Jingchao Wang;856
Zan Li;17275
Wen-Jun Lu;6043
Difan Tang;3973
Alexandros-Apostolos A. Boulogeorgos;18589
José F. Paris;9138
Ali Alazmani;5658
Ruidong Li;15049
Xiangjuan Yu;3860
Gennaro Coppola;5228
Xi Luo;8002
Pu-Hua Deng;6074
Chaoyin Huang;15829
Joop P. M. Van Lammeren;14724
Sasa Cirkovic;18915
Shihe Long;101
Mohd Faizal Jamlos;12513
Amir Ghasemian;16494
Rainer Kaltseis;4814
Victoria A. Briand;18251
Raphael Falque;14191
Tohid Nouri;756
Jinsong Du;9985
Liwei Yang;2929
Marten Fischer;6774
Kadian Davis;11428
Mengyang Li;19249
Farzad R. Salmasi;4980
Zahid Akhtar;60
Berno J. E. Misgeld;8896
Néstor Lucas Martínez;15657
Moussa Hamadache;18217
Xiaonong Xu;2320
Shiyu Zhao;13567
Nan Chen 0001;11592
Kazunori Hayashi;11569
Arif Reza Anwary;19916
Shuxiang Fan;6092
Fabricio Emmanuel Cazakevicius;1534
Yue Kan;2269
Fowotade Sulayman Akanbi;17787
Kunihisa Tashiro;392
Xin-Hai Jin;2977
Xiaoping Wang;11727
Pinar Çomak;2849
Carolina Tripp Barba;3993
Ngac Ky Nguyen;11734
Yaroslav D. Sergeyev;10508
Jörg Blankenbach;4067
Rendan Shi;10570
Shiwen He;577
Hao Li;1142
Y. H. Lee;18140
Inanc Inan;1420
Raphaël Couturier;18610
Pyari Mohan Pradhan;16874
Jens Haueisen;5571
Minghui Zheng;4190
Thanh Dat Nguyen;15599
Ayyalusami Vengadesh;7531
Martina Eckert;2755
Jing Xie;14450
Dimitrios C. Zografopoulos;19719
Marcela V. Mihai;2506
Takeshi Sato;12076
Peter Fogh Odgaard;8679
Tao-Shen Li;14640
Xuan Xie;13206
Xiaozhen Ye;12732
Sibin Mohan;11437
Yanqing Zhu;13926
Xian-Ming Zhang;19939
Chunguo Liu;1115
Fred Moshary;14561
Hung Manh La;16050
Gabriel Villarrubia-González;11306
Chinmaya Mahapatra;14868
Yingni Duan;9351
Jan Vanfleteren;14624
Kenta Koiwa;231
Sami ud Din;12220
Pierluigi Caramia;18500
Pin-Yuan Chen;2294
Subramanian Ramasamy;15196
Subhan Ullah;14192
Qingxu Dou;5180
Taisuke Masuda;4826
Zhuo Yan;1308
Nathalie Gontard;955
Misako Matsumoto;11012
Guohui Lyu;3413
Cristina García-Cabezón;17456
Yongle Xie;11611
Raimir Holanda Filho;6660
Lin Zhang;12162
Federico Baronti;12154
Didier Gabriel Vernay;1155
Dionisio Andujar;14506
Zao Yi;11260
Jianqi Wang;19236
Abdellatif Miraoui;5432
Bangyan Zhou;3162
Ghulam M. Bhatti;13304
David Xu;11406
Rossella Berni;16193
Weigong Zhang;4108
Wanxin Zou;5190
Ningyi Dai;809
Peng Dai;13552
Pedro E. Melin;8451
Dylan Dah-Chuan Lu;1521
Benoit Guiffard;4284
Troy E. Cados;8249
Jun Wang 0041;6184
Di Wang;4565
Rolf Hut;2170
Jaisiel Santana;13391
Yiren Chen;19669
Debbie Lovato;3256
Xingshuo Cheng;15141
Primitivo Díaz;6726
Cun-Bo Li;2505
Yin Jia;715
Morteza Aghaei;13400
Xiong Xiao;1525
Michel Basset;1694
Wenjun Zhang 0001;14894
B. T. Bristoll;18599
Junho Ahn;11440
Muhammad Farooq;3490
Sergei Kolesnik;15564
Bongsuk Ko;17516
Baoquan Kou;9367
Raed A. Abd-Alhameed;5453
Fabrizio Lamberti;19531
Muyiwa B. Balogun;11297
Vijay K. Bhargava;16787
Yaxin Liu;18690
Ruixing Li;6306
Siffat Ullah Khan;7211
Yue Zhou;18410
Chun-mei Dong;14733
Di Yuan;17844
Xihui Chen;7161
Suliman Shanbr;16242
Muhammad Hafiz Abu Bakar;4680
Salimur Choudhury;15093
Shuli Guo;11356
Masahiro Kuroda;10996
Alexey Varezhnikov;6829
Lucas Feksa Ramos;17606
Kathrin Frankl;5928
Qimin Xu;8616
Jiangchuan Liu;18286
Kai Shi 0005;3376
Stein Gjessing;7291
Zixing Zhang 0001;16341
George Goussetis;18877
Keehoon Kim;5626
Minghong Yang;346
Lorenzo Lunelli;13320
Nicolas Cherix;1706
Eugenio Pugliese Carratelli;4085
Barbara Falatová;3086
Yun Cao;281
Xuan Yang;14963
G. Rajkumar;6163
Ki-Baek Lee;1401
Muhammad Saeed Khan;15967
Shengnan Wu;14830
Matilde D&apos;Arpino;2434
Yangmin Li;5947
Bjorn Thors;7178
Yang Cui;16418
Antonio Natale;8608
Seil Jeon;155
Jian Ping Xu;3124
Tao Li 0012;4209
Haoli Zhao;5559
Dragana Spasic;9997
Liguo Qu;2861
Adit Decharat;2621
Lianchun Wang;2863
Weiqiang Tan;16612
Kaishun Xiahou;1746
Juan Reyes-Gómez;7186
Alberto Mandressi;4149
Huiqi Li;4034
Chunbo Xiu;1182
Fabio Mantovani;401
Xianxu Li;15903
Sun-Yuan Hsieh;18857
Hongtao Hou;3292
A. Pirkhedri;3404
Dipten Maiti;12155
Baidong Yao;11201
Changchun Ren;1453
Yinan Li;1272
Hisataka Maruyama;8292
Shang-Hsien Yang;9515
Jong-Wha Chong;1859
Hideaki Sakai;10125
Harry Eugene Stanley;8416
Zhixiang He;13967
Manuel J. Marín-Jiménez;2409
Francisco Javier Aparicio Rebollo;1047
Michele Nati;15716
Sultan Almorqi;4733
Xinwei Jiang;7433
Francisco Torres-Ruiz;4241
Yizhe Xu;11643
Namhun Koo;2359
Santiago L. Rovere;11032
Mohamed Hossam Ahmed;11412
Guillermo Indalecio Fernández;5410
Guangdi Li;11292
RamKrishan Maheshwari;14386
Constantine J. Hatziadoniu;18264
Gulnaz Ahmed;9146
Huan Xuan Nguyen;5897
Lu Miao;8650
Mohsin Munir;15062
Zhengjie Gao;17118
Rocco Giofre;7542
Gustavo Anjos;14274
Carsten Maple;8521
X. P. Wei;13597
Cristina Arrigoni;3317
Jianzhong Tang;14668
Roberto Barchino Plata;8736
Longjiang Li;6529
Johanna M. Gostner;15605
Seok Hyun Cho;10321
Jie Tang;4075
Chenglin Zhao;12569
Thom Bogaard;2172
Minqian Qiang;90
Justin Younghyun Kim;7126
Khaled Mohammad Alawasa;2165
Vincenzo Capuano;8290
Miguel Ángel Prada-Delgado;19148
Yufeng Li;15494
Fazhi Song;10782
Enrique V. Carrera;5078
Yibin Ying;3911
Diarmaid John Hogan;2168
Lucian Busoniu;9084
Josef Bigün;11031
Turky N. Alotaiby;18045
Manuela F. Frasco;14443
Ravi Sankar;10890
Xiao Ma;11331
Muhammad Owais;17868
Ziji Ma;640
Mehran Abolhasan;11918
Rachit Agarwal 0002;6753
Jianjun Zhao;11193
Dina S. Deif;10973
Vito Lampret;19508
Jose G. de Matos;624
Shuaiqun Wang;2463
Gilda Schirinzi;5219
Tarik Abdul Latef;17649
Haibo Du;7615
Carlos Pallan Gayol;11237
Mikael Gidlund;12272
Nasser Kehtarnavaz;14740
Yujie Wang;15212
Guangzhong Dong;19850
Nicholas J. Long;9588
Ayyalusami Vengadesh;19773
Mohammed A. Zikry;18518
Susan C. Steele-Dunne;12483
Alexander L. Fradkov;18726
Syed Mohammad Asim;18036
Naoki Murata;6629
Toshihiro Wada;12278
Jaeduk Han;4698
Ju-Yong Jong;1373
Chi Zhu;18403
Qionghai Dai;10802
Yuexing Peng;17825
Fuquan Li;12379
Yimin Zhou;9139
Anna Chiara De Luca;3894
Jose Carlos Alfonso-Gil;12753
Ali Gandomkar;6804
Adrian Kliks;12650
Petr Simek;14496
Yun Zhao;12864
Xiaolong Zhang;10527
Ioannis Sotiriou;15802
Konstantinos G. Kyriakopoulos;13970
Tahereh Eftekhari;11841
Charan Kumar Vala;18878
Yang Pan;10083
Jürgen Winkler;3357
Rami Hamdi;5053
Ján Sládek;3435
Aini Dai;4027
Ansgar Weuthen;15292
Vladimir Ageev;12809
Kyi Thar;975
Namje Park;17579
Feng Lin 0003;4803
Li-Fan Wu;5768
Cai Fu;1735
Majharul Talukder;5193
Zhanqing Yu;9651
Anja K. Skrivervik;16939
HaRim Jung;13344
Hongzhong Cheng;2574
Anjaneyulu Lokam;16617
Hongcai Chen;980
Aimad El Issaoui;8461
Hassan Dana Mazraeh;13833
Kan Li;900
Ilya Petrov;2523
Zhihui Li;18980
Kyung-jun Kim;8342
Xin Wang;13955
Peter I. Corke;17391
Bin Li 0019;8911
Xuehong Tian;18930
Han Lae Kim;17461
M. Rachidi;2836
Bo Li;10641
Rong Chen;19878
Sun-Joon Min;9147
Mohsen Hooshmand;12884
Yini Zhong;5275
Hongqi Zhang;8420
Licheng Wang;7350
Dianwei Qian;8755
Marco Aiello 0001;11313
Robert P. Marinier;4183
Wilson Negrão Macêdo;7703
Toni Fetzer;7844
Cuilin Kuang;6998
Hisatsugu Yamada;17826
Márcio R. A. Gouveia;11575
Joe M. Howe;10434
Sungjun Kwon;17675
Seong Ik Han;16514
Walisson Silva;18580
Donglian Qi;13394
Aneela Tahira;3829
An Braeken;5825
Won Kyu Lee;3156
Huiwei Wang;10792
Xiao-Liang Dong;15010
Hasan Dinçer;867
Yangyang He;5570
Yoshihiro Maeda;9857
Luciana Pedrosa Salles;5500
Qian Yuan;11071
Fumihito Arai;14084
Jumana Abu-Khalaf;12939
Xingfei Du;4783
José Ignacio Artigas Maestre;12254
Francisco Torres-Ruiz;14516
Kefeng Guo;10855
Jorge Luis Pérez-Medina;17405
Gaetano D. Gargiulo;14377
Sergio Pissanetzky;4174
Sami Elhag;4252
Gonzalo F. Olmedo;1098
Zhenglong Sun;1451
Yaxin Liu;12030
Ming Chen;13430
Yong Song;15436
Faouzi Derbel;1677
Ljupco Kocarev;14964
Shaoning Li;1201
Lai Ly Pon;16271
Jacob Kongsted;17529
Z. Ok Bayrakdar;15189
Mario Mörl;7922
Oktay Ureten;14822
Mingxi Liu;3770
Abhisek K. Behera;14347
Hela Masri;2979
Xingming Zhou;5539
Giancarlo Margheri;3699
B. Dastagiri Reddy;12049
Miguel Palma;16846
Erik Etien;13968
Changjae Kim;9509
Chenggao Luo;9035
Majid Hussain;8429
Yifan Dai;16189
Hazar Ashouri;152
Jean-Michel Friedt;16306
Elías López-Alba;13573
Sheldon S. Williamson;19313
Terng-Yin Hsu;2312
Alan J. Watson;16738
Maged Abdullah Esmail;15815
Md Kamal Hosain;18342
Joshua Z. Willey;2187
Usman Ahmad;15210
Zhipeng Wang;3906
Yizhao Niu;8851
Ikbal Ali;19862
Naoko Hayashi;9566
Chiara Francalanci;948
Jiwen Cui;9942
Kamel Tourki;19
Biao Hu;953
Sonia Melendi-Espina;6041
Fan Yang 0019;12850
Nabil Ali Alrajeh;5430
Rong Ye;6237
Sobhan Yassipour Tehrani;13138
Antonio Bandera;10382
Magnus Willander;19774
Michèle Gouiffès;4051
Jan Stake;6965
Eduardo Parra;589
Kyunggon Kim;2334
Hanan Alsuqaih;11519
Jakub Talla;1411
Suyong Eum;16288
Daryoosh Nazarpour;6940
Lech M. Grzesiak;17805
Brendan McGrath;17979
Mohamad Hanif Md. Saad;5026
Ermyas Abebe;8898
Rameez Ahmed;18459
Jinbin Zhang;16846
Caifen Fu;8888
Xiaonan Zhao;19045
Ying-Hui Lai;15919
Reza Shahghadami;2162
Sakahisa Nagai;15812
Akira Iwasaki;7832
Chao Ai;13861
Chi-Hyuck Jun;520
Mani Razi;8644
Muhammad Shafie Abd Latiff;3486
Syed Sarmad Shah;2541
Pierre Francq;354
Shuping Lu;5380
Danilo Pirola;1165
Jan Dimon Bendtsen;18899
Juhua Liu;13058
Wen-Fung Liu;13185
Christopher Moufawad el Achkar;4289
Xu You;11261
Yoshio Fukuda;19151
Ming Jin;2631
Orfeas Kypris;15365
Lhassane Idoumghar;4978
Amro M. Farid;14941
H. W. Corley;16299
Xiang Zhou;12426
Beatriz Campos;8127
Chung-Hong Lee;9614
Changbin Wu;7298
Shengbin Zhuang;15980
Javier Aguirre;11723
Norulain Bahari;11283
S. Dhamayanthi;13058
Lijun Wei;6847
M. Garcia-Martinez;19905
Javier Luis Cánovas Izquierdo;17960
Kyehyun Kim;12676
Tirath Prasad Sahu;15440
Allen L. Garner;4656
Mohammad A. Masadeh;1178
Jung Ok Kim;11154
Youngtae Jo;18486
Wei Kang;7879
Guang Lin;18916
Zhihao Yu;7158
Zhiqiang Wei;6714
Un-Ha Kim;16984
Jaesung Jang;18056
Shuhang Wu;6904
Pengfei Lv;15811
Yiqian Cui;13644
Sergio Postigo Pozo;7117
Defu Che;2340
Milan Hudec;14013
James M. Noras;6073
Seokhoon Yoon;12598
Nebojsa Romcevic;13916
Kyuho Kim;7879
Karoline Felbermayer;19011
Veronica Cimolin;16227
Amir Abbas Najafi;885
Mabrook Al-Rakhami;7900
Petr Hlubina;4679
João Luiz Afonso;5678
Renjie Chen;17212
Maria J. Avedillo;11713
Yunfei Yin;17744
Syed Jamal Safdar Gardezi;5177
Najah AbuAli;17835
Li-fang Dai;1150
C. Bas;16107
Huiliang Cao;2419
Jialong Jiao;4676
Ruchire Eranga Wijesinghe;14583
Mesud Hadzialic;7262
Xiao-Ting Gan;13154
Qingfei Yin;6992
Dan Yu;12091
Milos Z. Petrovic;8729
Jianqiang Wang;12170
Zehua Dong;2178
Jaya Lakshmi;1045
Sentang Wu;6357
Zhiguo Ding;8
John P. Boyd 0001;2102
Jindong Wang;13356
Guangshe Zhao;2076
Lianyu Zheng;8696
Saliha Esin Çelik;3365
Bradley D. Hanson;9149
Shuxi Gong;8798
Saeed Abdullah Aldosari;12772
Michael Drack;9829
Qiao Xiang;11714
Gerald Brenner-Weiß;3476
Lei Wang 0012;10863
Budour Alfawaz;17719
Stoyan N. Nihtianov;3904
Hui-Ya Han;12975
Yanping Xiang;4553
Gábor Szabó 0004;16001
William Bradley Glisson;10154
Jingang Liu;13208
Curt Johnson;11951
Mansour Sattam Aldosari;6485
Valentín Valero;13202
Chaowei Tang;9805
Jianli Wang;16252
Eun Yi Kim;5807
Brian Suffoletto;4296
Rasool M. Imran;9688
Saiqa Aleem;18090
Keke Chang;5189
Stefano Parrino;15057
Yong Liu 0008;1427
B. Saritha;11137
Abbas Z. Kouzani;16652
Youn Kwae Jeong;5009
Dandan Ma;19499
Yuan Cao;11738
Subhendu Dutta;8105
Benito Carotenuto;11344
Min H. Kim 0002;7203
Luca Bedogni;789
Shrikrishna V. Kulkarni;7669
Jens Barth;18003
Yongmei Zhao;5426
Pushpak Bhattacharyya;6989
Xiaobo Liu;5263
Kourosh Parand;12553
Cheng-Hsiang Yeh;2244
Silvia Conforto;654
Haibo Du;7885
Dogan Demirhan;220
Aránzazu Gila Arrondo;16002
Aitor Villar-Martinez;5919
Antonella Arena;17722
José Rui Figueira;1202
Yuanhua Feng;9937
Janko Marovt;13545
Mohd Fadlee A. Rasid;13462
Yonglei Chang;6713
Jacques Wolfmann;8144
Jose Maria Rodríguez Corral;3778
Enrico Zio;12449
Denise Ratasich;16410
Shuzhuo Miao;916
Alaa E. Hamza;16791
Andrew J. Forsyth;16922
Thomas Gervais;4923
Sajida Perveen;6858
Alberto Borghetti;18568
Ivan W. Selesnick;5938
Annalisa Bonfiglio;13978
Long Li 0003;12924
Jinjun Chen;1254
Shengtao Song;19677
Anteneh A. Gebremariam;8077
Huijun Xue;17251
Xinyi Le;12721
Jinsun Ju;7103
Dong Uk Kang;4816
Christopher O&apos;Handley;11601
Emad E. Elmahdy;13197
Daniele Midi;5222
Sebastiao E. Alves Filho;2886
Chen Jiang 0003;18301
Qun-tao An;5826
Jutamanee Auysakul;14378
Long Wang 0015;9668
Riccardo Diamanti;17621
Yusuke Asai;18919
Marek Majewski;13170
Matthew J. Rubin;3882
Zhixue Lu;19201
Huaguang Lu;15719
Yu Yan;5879
Frederik De Belie;16319
Hang Yu;8150
Qisong Wang;12948
Per Hoeg;1273
Rafael García-Gil;15491
Fabrizio Balducci;610
Liqiang Liu;2539
Bo Du;1671
Xiaojun Tang;18393
Lin Zhang 0001;5559
Qimei Cui;15905
Diego G. Lamar;3357
Yiu Wing Edwin Chan;7054
Yuan Zhang 0007;2851
Haik Kalantarian;17350
Jun-Juan Zhao;14599
Yulun Cheng;18834
Chun-Hsing Li;6484
Seong-Ho Kong;4933
Jialong Jiao;19082
Pablo Sanchis;2161
David R. Hendry;15158
Iman Abdali Mashhadi;5318
Long-jun Dong;10254
Santiago Tosetti;3782
Ayaka Matsui;12139
Ignasi Vilajosana;17095
Hamid Soltani;2039
Yu-Sheng Su;2804
Oleg Sergiyenko;9710
Xingtao Liu;10250
Lili Yu;5625
Lei Zuo;16656
Gladys Ornelas;825
Faisal Khurshid;6754
Francisco A. S. Neves;11320
Qirui Wang;19473
William M. Megill;17559
Qiang Guo;3085
Brice Bouvier;8945
Jiang Zhong;10676
Johannes Schiffer;7026
Alessandro Filippeschi;9552
Zhongchen Miao;14947
Wenlong Li;4688
Tuncay Candan;3496
Cai Meng;15867
Mohamed Lamine Seddiki;5394
Xiao-Jian Li;2365
