name:ID(Author)
Josip Lorincz
Jiarui Li
I-Yu Huang
Kwon Gyu Park
Zhipeng Hu
Zhuotao Liu
Shuheng Zhao
Changryoul Choi
Håkon Viumdal
Virgínia H. V. Baroncini
Mahdi Cheraghchi
Zutao Zhang
Yingbiao Yao
Cezary Ziemiecki
Xinwen Chen
Lei Zhang 0053
Tomoaki Hashimoto
Zhigang Lu
Masoud Hassanpour
Kate Button
Pawel Janus
Hengfa Lu
Guowei Cai
Jaber A. Abu-Qahouq
Jianzhong Fu
Linni Jian
Himanshu Verma
Masaaki Ujiie
Amer AlGhadhban
André Listou Ellefsen
Husnain Saeed
Vincent Binder
Roc Berenguer
Daniel Thomas Gladwin
Weiman Sun
Bojan Musizza
Zhuo Li 0003
Mohamad Koteich
Jin-Gyu Kang
Sonya D. Sawtelle
Xavier Perpiñà
Christiane Peters
Peng Ai
Ya-Shu Liu
Linling Kuang
Siddharth Savadatti
Farid Alilat
Sangjae Nam
Mohammad Pousti
Yijia Du
Ami Eidels
Antonio González 0001
José David Rojas
Cheikh Talibouya Diop
Jutta Fortmann
José M. Canino-Rodríguez
An-ping Liao
Kohei Nishimura
Zhongyu Dai
José Ángel Martínez Lorenzo
B. Zhang
Wenshuo Liu
Flávio E. A. Horita
Ben Goertzel
Marco Prato
Esa Malkamäki
Jordi Mongay Batalla
V.-T. Nguyen
Karol Kalna
Edward Curry
Adel Guitouni
Hazem Wannous
Jen-Ming Wu
Steven Furnell
Ling Jian
Marten Fischer
Ala Khazendar
Ratmir Gelagaev
Dileeka Dias
Xiaobo Yang
Taku Senoo
Luanyu Yin
S. Senthilraj
Minki Hhan
Nariman Roshandel Tavana
Liang Huai Yang
Seung-Jun Kwon
Manhee Lee
Zhiqiang Dai
Oliver Ansell
David Gregoratti
Shuangpeng Ma
Surapa Thiemjarus
Nicolai Fog Gade-Nielsen
Marek Jasinski
Christopher Beach
Edwin Kreuzer
Shengrong Liu
Taimur Hafeez
Jiandong Hu
Xiaoyun Pu
Wolfgang Schröder-Preikschat
Guangwen Fan
Edward J. Allen
Juing-Shian Chiou
Weiqiang Liu
Hyok Song
Yongli Feng
Dibakar Ghosh
Chieh-Min Wang
Cong Du
Dhaval Solanki
Robert J. Teather
Joao Males
José M. Pedrosa
Prabhu Chandhar
Jihea Moon
Lijun Qian
Joan Serra-Sagristà
Espen Skjong
Hao Yi
Danica Porobic
Cesar Silva
Yueh-Meei Jang
Aldo Boglietti
Markus Aleksy
Maria-Luiza Jecu
Yanan You
Goutham Reddy Alavalapati
Guido Boella
Mikhail S. Derevyanko
Guang-Hong Yang
Yao-Joe Yang
Buket D. Barkana
Zhongliang Li
Caio Cesar Cardoso
Felix Zhan
Xiu-Bo Chen
Yao Guo 0001
Jesper Ferkinghoff-Borg
Sihai Wang
Yangjie Sun
Mengchu Guo
Jorge Yunta
Manal Chokr
Azimah Ajam
Christopher B. Jones
Ivona Jerkovic
Fangzi Hu
Hangyu Fan
Sergio Castro-Garcia
Ennio Ottaviani
Xinxin Shang
John Cosmas
Li Guan
Chi Jin
Beom Seok Jeon
Keqiu Li
Chaoling Yao
Max Munoz Torrico
Filip Dvorácek
Minming Ni
Rudolf Olach
David Girbau
Jiankun Zhang
E. J. G. S. Appuhamy
Juncheng Liu
Ling Ding
P. Revan Datta
Hong Zhu
Rudolf Mayer
Oleksandr Husev
Sang Bin Lee
Filippos-Dimitrios K. Mexis
Noritaka Yamada
Marije ten Brink
Ha Kyung Kong
Yingying Cao
Haiyang Tang
Yongning Liu
Sille Van Landschoot
Mathias De Brouwer
Alessio Agrimi
Brandon Van Hecke
Lingen Luo
Sonam Maurya
Spandan Roy
Takeo Fujii
Hassan Artail
Dongsheng Yang
Jinsong Wu
Yifan He
Huaijin Chen
José A. Torres
Jianming Lian
Sravani Teja Bulusu
Ruochen Duan
Donghong Ning
Sukumar Mishra
Alexander Seitel
Linsheng Huo
Zhaojie Luo
Jordane Lorandel
Matthieu Gautier
Baldemar Ibarra-Escamilla
Stefan Metzger
Xuelin Jiang
Matthew Davis
Dongfang Li
Pengyuan Lyu
Xiaoguang Mei
Xiangming Meng
Ahmed A. Kishk
Chin Foong Tong
Jorge Linares
Ji-Won Kim
Manoranjan Sahoo
Hu Jin
Dirk Deschrijver
Michel Dhome
Liang Tang
Yusoff Bin Mohd Amin
Sourav Bhattacharya
Nikita Chhabra
Claudio Parente
Matthias Flittner
Javier Villegas-Nunez
Il-Hoon Cho
E. Mazzi
Hai-Nam Vu
Yanyan Liang
Xin Bian
Fan Min
Chris D. Nugent
Kun Lin Tsai
Juan Fang
Xiaomeng Chai
Adhi Dharma Wibawa
Rafael Berkvens
Jeonggeun Lim
Xiongfeng Zhang
Huibing Wang
Zahid Akhtar
Yong Hu
Amir Nakib
Saeed Golestan
Amit Kumar Bedaka
Udrivolf Pica
Rajiv Kumar
Peyman Saadat
Mojgan Daneshmand
Weisheng Kong
Lesan Wang
Fu Li
Panagiotis D. Bamidis
Anilal P
Gunawan Wibisono
Fengtian Han
Luis Moran
Mohammad Sadegh Asgari
Jingliang Liao
Robert D. Howe
Mohsen Aleenejad
Shouren Huang
Junfeng Sun
Malek Adjouadi
Paul Richard
Navpreet Kaur
Mohammad Asad Rehman Chaudhry
Wen Chen 0007
Denisse Soto
Jens Schneider von Deimling
Hayeong Shim
Didier Lalevee
Kening Zhu
Eun-Soo Kim
Pawel Wnuk
Roberto Ambrosino
Thomas O. Olwal
Gerald Beyer
Filippo Cavallo
Ilda de Fátima F. Tinôco
Subbiah Karthick
Lukás Sendrei
Hyuk Park 0001
Diana Bueno
Etienne Schneider
Jay Endsley
Julius Lischeid
Taranand Mukhopadhyay
Rosarita Tatè
Luting Feng
Olive Ray
Sergio N. Torres
Henriette Bier
Wenfang Xin
Na Zhong
Jeremy Goecks
Yousef Al-Qudah
Elvis K. Tiburu
Gautam Srivastava
Sean C. Smithson
Yinghua Ye
Sheng Chang
Xiaodong Wang 0001
Michael L. Rivera
Kai Qian
Yinliang Diao
Atílio Gameiro
Bilal R. Al-Kaseem
Felipe Gonzalez
Guilherme Kunz
Abdessamad Ben Hamza
Xiangwu Zhang
Handong Xu
Dinh Thai Hoang
Adam M. Smith
Diego Vaquero-Melchor
Butaek Lim
Venkatkumar Venkatasubramanian
Qing Kang
Maik Keller
Qinyu Zhang
Yali Guo
Ji-Hoon Yun
Gang Chen 0014
Joonmoo Huh
Emmanuel Godoy
Krishnendu Chakrabarty
Hong Ji Lee
Emre Kantar
Yongsoon Eun
Ying-Kuen K. Cheung
Ângelo Costa
Brian Shanahan
Denis A. Ulybyshev
Chenguang Yang
Bora Novakovic
Chuli Hu
Dae-Hyuk Kwon
Tingting Chen
Changying Li
Fangxiang Feng
Dao Zhou
Angelo Merlo
Mohammad Pichan
Henk G. Kortier
Yizhen Cao
Shrish Verma
Harald Kosch
Thorsten Nowak
Horst A. Gieser
Guillermo Licea
Keisuke Nonaka
René Westhovens
Mingyang Gong
Jingting Lu
Sara Viqar
Binbin Li
William J. Doyle
Adel Nasiri
Kenan Sun
Heikki N. Koivo
Walter Borysow
Chun-Yang Zhang
Daqun Li
Wojciech Mazurczyk
Firat Eren
Xin-Wen Wu
Jingyang Zhu
Tomás Koudelka
Ghulam Abbas
Juan-Pablo García-Vázquez
Zi Long Liu
Khin Zezawar Aung
Diego López-de-Ipiña
Zhonghao Zhang
Dehu Meng
Hemant Tiwari
Partha P. Pal
Yoko Akama
Yuanmin Li
Arnaud Can
Seong-Kwan Hong
Daniel Leithinger
Jose Luis Outón
Viktor Konakovsky
Susel Fernández
Wenn-Chieh Tsai
Abhishek Dutta
Jinxiu Si
Tianhua Jiang
Xuqiong Luo
Hao Jiang 0007
Zhi Liu 0004
Pengjie Wang
Qing Yang 0003
Jacob Sacks
Michele Degano
Chenzhao Fu
Qiuting Li
Hitoshi Niigaki
Kai Sun
Santiago Cóbreces
Jakson Paulo Bonaldo
Davide Meacci
Affum Emmanuel Ampoma
Wenchang Hao
Hongbo Qiu
Kim-Manuel Klein
Shuhei Tsuchida
Yujuan Wu
Taoshen Li
Gary Steri
Guru Raghav Raman
Safia Haloui
Eungyeol Song
Ankit Dubey
Junwei Li
Oliver Wallscheid
Oliver Kellermann
Hien Quoc Ngo
Jiang Liu 0010
Karim Alghoul
Marios Pournaris
Marco Xavier Rivera González
Davide Ariu
Hiroaki Kobayashi
Marc-André Pick
Wentian Chen
Chung-Hao Tien
Salmiah Ahmad
Liang Zhao
Mohd Salmi Md Noorani
Hasan Dinçer
Roberto Rodríguez-Echeverría
Wafa Bouaynaya
Weigang Hou
Min-Jae Kim
Hyuck Han
Xianwen Gao
Sebastian Warwas
Ionut Schiopu
Dong-Sun Kim 0002
Bettina Sommerauer
Florian Lachner
Peter Jan Beek
Linbo Qing
Dongxu Li
Hwa-Young Kim
Robert Ramirez
Guoxing Huang
F. Guzmán
Thomas W. Rauber
Susanna Kaiser
Vincent Vezza
Yiyong He
Ling Yang
Kwan-Suk Kim
Soonhag Kim
Elena Ferrari
Steve Davis
Xingxing Ding
Mustafizur Rahman
Soonbo Han
Jialin Zuo
Aaron M. Dollar
D. V. Patil
Mohamed A. Deriche
Fei Wen
WeiMin Chen
Dehai Zhao
Sergio Pinto
Christohper McKinney
Wei-Ping Zhu
Bangcheng Zhang
Sawal Hamid Md Ali
Carlos Boya
Florian Wex
Keqiang Li
Feng Zhao 0002
Xiangwu Meng
Yamin Han
Ying Xie
Chadi Kari
Alexander Veremyev
Tuan-Anh Mai
Paul S. Barendse
Callum Bailey
Yonglei Zhang
Yuuichi Teranishi
Daniele Maccauro
Laura Barrett
Dohyuk Ha
Anna Spagnolli
Jianwei Qin
Fenghui Ren
Myung Chin Kim
Marcio Moraes Lopes
Yingzhou Yu
Hussin A. Rothan
Ricardo I. Álvarez-Tamayo
Andrea Fossati
Ronald A. Metoyer
Jorge Cabrejas
Dai Nguyen
Marnix Tack
Nikolaos Dervilis
Zhixiong Zhong
Yacintha Aakster
Jiayin Qi
Zbigniew Golebiewski
Changle Jing
C. Díaz Muñiz
Jai-Eun Kim
Tianfu Sun
Tassadaq Hussain
Uriel Haile Hernández Belmonte
Dali Chen
Sushovan Das
Axiang Ke
Johannes Buchmann 0001
Nannan Zhao
Leonardo Ricotti
Xiangrong Shen
Hazaël Jones
Ali Lotfi
Angelo M. Sabatini
Juan Sebastian Arteaga-Falconi
Yiqi Liu
Peter Spitzer
Boda Yang
Azzedine Bilami
Danilo De Rossi
Xiaomin Xu
Ivan Marsá-Maestre
Ghada Arfaoui
Venu Madhav Govindu
Daniel Orth
Yongik Yoon 0001
Cheng Zhang
Venu Gopal Bairi
Amruta Mujumdar
Rowa Al Ramahi
Palanisamy Kaliannan
Roland Bless
Xin Li 0050
Mohammad S. Obaidat
Jongsung Kim
Kyle Anthony
Yanbin Li
Ness B. Shroff
Jamal Sulieman Kosha
Jun Pang
Tae Wook Kim
Uttam Mandal
Lidia Eusebio
DongQian Liu
Mateusz Bukowski
Ami Pandat
Dong-Kyoo Kim
Sampath Rangarajan
Prabagarane Nagaradjane
Elisa Adirosi
Joseph M. Hellerstein
Eunah Choi
Richard B. Paris
Philip Amortila
Dajun Tao
Qipeng Tang
Zhixu Dong
Sabiha Ghellal
Di Cai
Zhaoming Qian
Apu Kumar Saha
Teresa Escobet
Bertram Drost
Shammema Sikder
Bruno Andò
Pavel V. Bakharev
Zhiyong Xia
Tom Rodden
Ya Gao 0002
Fadi Jaber
Alexander Kotsev
Sahand Salamat
N. Allouti
BaekGyu Kim
Roberto Gómez-García
Wei Zhong
Masayuki Nakane
Divesh Srivastava
Zhisheng Lv
Diego Sánchez de Rivera
Luca Rizzon
Junjie Bai
Micaella Pedros
Haibo Tang
Fuchun Sun
Jyoti Mazumder
Islam Afifi
O. El Bouayadi
J. H. J. Janssen
Rei Tamaki
Saghi Forouhi
Kun Du
Hoang Anh Ngo
Mirko Reguzzoni
Abian B. Socorro
Haiyang Che
Feifei Bu
Sudip Samanta
Muhammad Ajmal Azad
Brandon Dixon
Abdelmalek Amine
Madhusree Kundu
Matan Sela
Sophie Chabridon
Junichi Yamagishi
Girish Pahwa
Ioannis Kompatsiaris
Chaomin Luo
Ihab Hamzi Hijazi
Wonho Heo
Martin Hofstetter
Parakh Khandelwal
Antonio M. G. Tommaselli
Antoni Manuel Lázaro
Carolina Varon
Renliang Huang
Shuangxia Niu
Martin Lambers
Jeffrey M. Galloway
Ramesh Raskar
Jungsoon Shin
Marigo Raftopoulos
Tzyy-Chyang Lu
Youngwoo Lee
Tyler Epp
Shinichi Kato
Giacinto Gelli
Jun Chu
Qiangzhou Rong
Chris Child
Shunren Xia
Mei Nian
Chun-Hsien Chien
Sheng-Long Hu
Qingsong Bai
Gil Ben-Shachar
Aurawan Imsombut
Nathan L. Clarke
Jonas Hedman
Yohwan Noh
Vindya K. Thilakarathne
Josue Ferri
George Weiss
Mojtaba Jannati
Apollinaire Nadembega
Zegang Ding
Francisco Manuel García-Botella
Jian Chen 0015
A. Bhattacharya
Radim Baca
Baofeng Ji
Xiaozhan Yang
Shasha Le
Mike Hazas
Liyan Zhang
Faisal Rafiq Mahmad Adikan
Ehsan Ghaemi
Christian Wolf 0001
Kazuaki Sawada
Zhixing Huang
Ram P. Rustagi
Gaetano Dario Gargiulo
Ming Xu
Shangli Wang
Molly Nicholas
Yasuaki Kakehi
George Loukas
Marijke Vandewal
Eric Navarrete
Albert Marzàbal
Zoran Hadzi-Velkov
Mario R. Casu
Hongcai Chen
Fitri Indra Indikawati
Mark F. Arend
Eftychia G. Datsika
Jing-Jie Gao
K. V. S. Hari
Chie Suzuki
Leandro Tavares Bruscato
Zhengnan Gao
Ashlee N. Ford Versypt
Arati G. Kolhatkar
Frede Blaabjerg
Yusran Sulaiman
Manuchehr Soleimani
Muhammad Hassan Khan
Paolo Casale
Xianhui Qin
Anne Marie Piper
Steven Baker
Jiaheng Wang
Alexey A. Melnikov
Hyung Oh Choi
Koji Tsukada
Salimur Choudhury
Masaaki Harada
Mickey Myrick
Sara Meregali
Wei-Ran Huang
Lindsay MacDonald Vermeulen
Ruth A. Viade
Victor M. Brea
Naushad Ansari
Anastasios Oulis Rousis
Petri Lankoski
Chuan Li 0003
Marco Negretti
Maurizio Caon
Mingshen Li
JooSeok Song
Amy Voida
Chunyu Chen
Manuela González
Nwe New
Xiaohui Lu
Vitor F. Campana
Hongyi Yin
Yanyu Yang
Paolo Bonasoni
Anatoli Kalysch
Peter Veelaert
Meikang Qiu
Junzhou Luo
Ebubeogu Amarachukwu Felix
Wei He 0001
Olivier Romain
Maks Ovsjanikov
Chee Leong Teo
Kailash Lachhwani
Mingjie Lao
Xincheng Luo
Mei Zhang 0002
Minsu Shin
Zhibo Wang
Bo Jin 0001
Yihui Xia
Duc Anh Duong
Mohammad Al-Rousan
Yin Zhang 0002
Xiaofeng Yang
Lluís Casals
Donghwa Lee
Jarkko Paavola
Barbara Boazzo
Xinghao Ye
Susan Jia
Federico Sukno
Ivan Svogor
Katharina Burger
Danwei Wang
Akbar Alipour
Isabelle Planes
Mohammed Berrada
Donato Impedovo
Pavle Boskoski
Haixian Wang
Mohamed Salahuddin Habibullah
José Manuel Sánchez-Vílchez
Suk-Ju Kang
Alina Huldtgren
Monlica Wattana
Chia-Chin Chiang
Christophe L. Trabi
Roger Alimi
Jarmila Horváthová
Kannan Ramkumar
Justin E. Ossolinski
Gaopeng Wang
Paolo Ienne
Lazhar Ben-Brahim
Stuart Walker
Tim Weyrich
Takeo Yaku
BaoKang Wang
Baoyun Zhang
Jiannan Li
En-Wei Chang
Tomas Blazauskas
Karunakaran Murali Krishnan
Zhenhua Tan
Kai-Wei Jiang
Conggan Ma
Vaibhavi Kalgutkar
Nor Azah Yusof
Mahdi Debouza
Chuangbo Hao
Mario J. Meco-Gutierrez
Sahadeb Kuila
Burkhard Stiller
Muhammad Yasin
Rachid Errouissi
Hao Ren
Marco M. Carvalho
Che-Chang Chang
Yixin Chen
Dominique Larchey-Wendling
Guojun Wang
Nasir Abbas
Dmitriy Proschenko
Christodoulos Fragoudakis
Nemat Nyamoradi
Bo Li 0054
Erkan Kayacan
Huijun Li
Bixin Li
Yu-Jung Li
Raehyun Kim
Kannan M. Moudgalya
Yue-Jiao Gong
Marco Cecchini
Weiwei Shi 0002
Sanghamitra De
Jianxun Liu
Mario Pickavet
Andrey Apalkov
Shuhua Fang
Menghu Gao
Hideaki Sakai
V. B. Surya Prasath
Azlan Awang
Xiangyu Zhao
Valerie Stambouli
Lennart Merkert
Siu O&apos;Young
Jonas Scherer
Zhenyu Shan
Anagha Todalbagi
Ying Liu
Yonghui Hu
Sankalp Ghatpande
Samuel Fosso Wamba
Eun-Jun Yoon
Riccarda Antiochia
Yide Wang
Yi-Ju Chung
Canghua Jiang
Dmitry V. Dolgy
Kung-Hau Ding
Mykolai Protsenko
Kuan-Ting Lee
Luca Bergesio
Chinmaya Behera
Yuan Lei
Jing-Yu Lin
Seungji Yang
Eddie Wadbro
Yann Soullard
Ganesh Ramakrishnan
Limin Jia
Roberto Losito
Huifeng Zhang
B. Shravan Kumar
Yong-Yuan Deng
James C. Barnard
Thierry Mourier
Alessandro Maisto
Souleymane Balla-Arabé
Zhichong Yang
Gotzon Aldabaldetreku
Gulnar Ali
Shashank S. Khasare
Qingqi Pei
C. L. Philip Chen
Junhyoung Ha
M. Carmen Fernández Gago
Hongwei Jiao
Chenyin Zhao
Phil H. Mellor
Dipankar Deb
Zhichao Fang
Xinbo Cai
Jesús Cardenal
Bala Venkatesh 0001
Leila Aflatoony
Rukmi Dutta
Yaxiong Wang
Jasper O&apos;Leary
Lei Chang
Ahmad Abuashour
Filip Bauwens
Veli-Matti Kolmonen
Vicente Ibarra
M. G. Cui
Sajjad Mahmood
Yongan Guo
Qing Ye
Qiang Chang
Christine Döttlinger
Nosheela Raziq
Fei Chen
Shah Ahsanul Haque
Huayi Li
Lambert Wanninger
Kalayu Belay
Henning Paul
Anlin Li
Xiaofan Zhang
Martin Rinard
Ayame Kano
Salman Khwaja
Alexandros Elefsiniotis
Chia-Yun Yang
Jonathan C. Las Fargeas
James D. Teresco
Aliaksei Miniukovich
Aniruddha S. Gokhale
Hugo Jenks
Zhibo Pang
Juefei Yuan
Martin Klaudiny
Sylvie Delepine-Lesoille
Wei-Guo Ni
Karim G. Seddik
Samer Moein
Kris Steenhaut
Sumaila Mahama
Haozhong Cheng
Philip Luyckx
Jürgen Repp
Weiwei Zhou
Richeng Zhu
Vesna Spasic Jokic
Hyun-Woo Cho
Daniel Noreland
Luis Guillermo Villanueva
Seyed Mohammad Ghoreyshi
Hessam S. Sarjoughian
Arya Wicaksana
Tae-Sun Chung
Shao-Nan Chen
Tangina Firoz Bithee
Zhencheng Fan
Peng Xia
Nihad Karim Chowdhury
Daijie Zhang
Sophie Fabre
Lijian Yin
Zhi-Hao Wu
Pengyu Gao
Ian F. C. Smith
Razvan Itu
Wei Chen 0036
Ryosuke Ogawa
Daniel Avrahami
Miguel Angel Olmos Bello
Ishan Nigam
Abigail De Kosnik
Nicolás González-Deleito
Chris Elsden
Rein Vesilo
Eric Pai
Todd H. Hubing
M. A. Herrera
Si Wu
Sukyoung Hong
Dongdong Jiang
Juan Li 0004
Jiaju Ma
Ping Cheng
Marco Trincavelli
Ghasem Pasandi
Jing Yang
Atish Pawar
Michael T. Daniel
Bhyri Sai Kishore
M. N. Suma
Jakub Sorocki
Pingjie Huang
Samad Ali
Andrew Hutchison
Prabha Sundaravadivel
Joachim Müller 0003
Hsueh-Ming Hang
Kenny K. N. Chow
Yacine Halfaya
Marius Mihai Birou
Dongzhe Wang
Steve H. L. Liang
Amad ud Din
Yilin Xu
Jin-Young Kim
Xingyan Liu
Jian Li 0019
Diane J. Cook
Delei Liu
Priya Anand
Dinh-Mao Bui
Sam Kwong
Seungho Yoo
Klaudia Bis
Jie Chen 0021
Jen-Wei Huang
Bryant Chen
Jiang Zhu 0001
Zhiyu Lin
Juan Fco. Blanes Noguera
Ding Wang 0001
Muhammad Jawad Ikram
Efthimios Alepis
Matias Diaz
Parwat Singh Anjana
Nicolette T. Prevost
Mohammad Zahidul H. Bhuiyan
Zhaoji Li
Haibo Hong
Bo Yang
Tan Kheng Suan Freddy
Antonio Lagudi
Steve R. Pennock
Fahad M. Al-Marzouki
Shahin Hedayati Kia
Heinrich Fragner
Linyuan Xia
Navid Molavi
Hiroko Tashiro
Lukasz Olejnik
Yu Sun
Jianqing Xiao
Bernd Hitzmann
A. Moriyama
Ivandro Sanches
Yunlong Cai
Byeong-Il Kim
Jesus de Leon
Leslie Wu
Elizabeth Churchill
Zach Mastrovich
Lefei Ge
Peter Stolze
Mohammad Zulkernine
Jane You
Anton Kos
Héctor Guillén-Bonilla
Shu Hamada
Shu-I Tu
Takeshi Eda
Asmaa Abdelrehim Selim Ibrahim
João F. P. Fernandes
Muneerah R. Aldhafian
Fadi M. Albatsh
Sajjad Haider
Yannick Saalberg
Qiang Chen 0008
Katie Seaborn
M. Argoud
Dongsen Sun
Jared S. Ivey
Taichi Sakabe
Yunhao Zhang
Chris Norval
Vitaliy Grudtsov
Zhibin Feng
Guanghui Wen
Patrick Benaben
Federico Cruciani
Tingwei Cui
Yang Yang 0001
Travis Meade
Nikolas Martelaro
Partha Bhaumik
Hequn Hu
Karl-Henrik Haugholt
Dongshu Wang
Jinhong Guo
Nerijus Masiulis
Velu Saraswathy
Gregory E. Kersten
Amir Taherkordi
Firas Khaled
Xavier Vilajosana
Stefano Pelli
Wei Pei
Chang-Ming Liaw
Zhenfang Li
Nikolaos Tsinganos
Diana Dudziak
Minqian Qiang
Alberto Sanchez-Lite
Xudong Wang
Jifan Hu
Xiaodong Li
Abigail Durrant
Juyong Kim
Qiyue Li
Johannes Gehrke
Hong Zhou
Prasad A. Kulkarni
Edgar Martínez-García
Marco Pedersoli
Antonino Mazzeo
Guoqiang Li 0001
Andrei Bytes
Kieran Delaney
Imran Baig
Ruggiero Quarto
Vasileios Belagiannis
Soumya Banerjee
Aboozar Eghdam
Oliver Cooley
Facundo Vita Serman
Bingzhi Zhang
Gabriel Heo Peng Ooi
Manzoor Ahmad
Weihua Liang
S. O. Reza Moheimani
John Majikes
Xing Guo
Weiguo Xia
Kazuki Takashima
Byung-Keun Oh
Libao Deng
Ioannis Stamos
Ju Lee
Shixiang Zhu
Stéphane Conversy
Moeen Hassanalieragh
Sukju Jung
Hai Jiang 0001
Chihiro Sato
Ruiyi Sun
Jie Hou
Salah Boulaaras
Tobias Höllerer
Gitanjali Pradhan
Jefferson Doolan Fernandes
Frank L. Lewis
Takashi Kikuchi
Hossein Ajdar Faeghi Bonab
Shaofang Gong
Nelson Castro
Xihui Tang
Zheng Chen
Jinhao Chen
Yuxuan Cui
Ankita Saldhi
Noudéhouénou Lionel Jaderne Houssou
Xiaofang Liu
Jaewon Choi
Minh-Triet Tran
Sebastian J. Wirkert
Ann E. A. Blomberg
Jordi Madrenas
Zhang Rui
Hsueh-Yi Lin
Fabian Schöndorff
Lian Liu
Xiao Zhang
Costas J. Spanos
Ning Liu
Xiao-Jian Li
Xiaocui Liu
Jean Kyung Paik
Ali Z. Khokhar
Kui Sun
Kang Ryoung Park
Robert D. Gregg
Tianyi Zhou
Di Zhu
Ji Xiang
Seongwoo Gwon
Jianbin Qiu
Denis Kalkofen
Dunbo Cai
Chee-Wai Cheng
Faxian Cao
Jon-Lark Kim
Lizhu Yang
Xingsong Wang
Zhuolin Wang
Cory Johns
Matteo Agostini
Ramla Gary
Qingxin Yang
Jonathan D. Backens
Laura Arjona
Adam Bienkowski
Rami Owies
Mark P. Ottensmeyer
Domenico Grandoni
Petr Gregor
Lawrence C. Paulson
Phuong Thao Pham
Salinamakki Ramabhatta Gurumurthy
Myungho Lee
Dibakar Saha
Oliver Lehmann
Yong Wang 0008
Tejas Reddy
Benjamin C. Pierce
Aapo Kalliola
Marianna Portaccio
Reza Beiranvand
Damien Patrick Williams
Ze Yu
Seung-Hyun Kong
Daegon Cho
Kazuaki Ito
Meng Liu
Lei Ding
Lili Xie
Aris S. Lalos
Jose Miguel Mota-Macias
Chih-Yen Chen
Fernando C. Melo
Xi Wang Dai
Duyen Thi Ngoc Huynh
Xu Weng
Serge Hiligsmann
Pedro Gomez-del-Hoyo
Moshaddique Al Ameen
Prabhakar V. Vemavarapu
Bin Hu 0001
Tero Kippola
Gaoming Zhang
Jong-Eon Park
Marius Nolden
Moise Busogi
Per Backlund
Naoufal Rouky
Jessy Mathault
Dongeun Lee
Diptikalyan Saha
Somyot Plubtieng
T. Asano
Jianhua Zhang 0001
Hani Vahedi
Lennart Elsen
Shahriar I. Husainy
Jon Whittle
S. Rojathai
Chunjie Zhang
Wen-Cheng Kuo
Hao-Hung Chai
Steffen Becker
O. Stroosma
Margot Darragh
Dezhi Xu
Truong C. Thang
Chuang Liu 0003
Karalikkadan Ashhar
David Andrew Bradley
Bapi Kar
Song Li
Jun-Te Huang
Abhijit Kshirsagar
Mahendra Rathor
Lequan Min
Deqin Chen
Zhangxin Chen
Chuanbiao Wen
Abdulrahman G. Alanezi
Carel P. Kruger
Edorta Ibarra
Achraf Ben Amar
Luis Alonso 0001
Ioana Craciun
Xuefeng Liu
Orfeas Kypris
Raj Sandu
Mingjun Deng
Abed Pour Sohrab
Nick Taylor 0002
Yujiang Wu
Alexander G. Schwing
Fernando Sánchez Lasheras
Chris R. Jesshope
Mengdi Xie
Sana Nadouri
Heiner Goldbach
Sergio Caccamo
Chaoyong Zhang
Pu Chen
Jian Li 0007
Ronny Netzbandt
Son-cheol Yu
Bin Chen 0013
Garnica L. Miguel Andres
Dandison C. Ukpabi
George R. MacCartney
Vassilis J. Tsotras
Arturo de la Escalera
Rafig Azzam
Xiaojie Su
Houda Abadlia
Tran Quang Mai
Guangyi Liu
Wim Van Paepegem
Geumhwan Cho
Jonas Martensson
Teresa Chambel
Andreas Markschies
Rocío Muñoz-Mansilla
Manuel Ortiz
Yanqin Zhu
Abdul Hafiz Alameh
Mark A. Sommer
Giuseppe Pomarico
Hiroyuki Kajimoto
Harris Nover
Tanel Jalakas
Yashin Dicente
Ulrike Kister
Anja Dübotzky
Padraig Corcoran
Jan Nedoma
Jinzhu Zhang
Michael Nitsche
Ningning Fan
Christian Blum 0001
Huang Yan-Syun
Naman Mehta
J. Machado
Xiaohua Lei
Richard Demo Souza
Thyagaraja Marathe
Almudena Espinosa
Konstantin Mikhaylov
Vincent Gabrion
Huijiao Wang
Erli Cai
Giovanni Cammarata
Felipe Jiménez
Rachel Moeller
Thomas Kropfreiter
Muhammad Riaz
Sergey Yu. Sokolov
Ralph Barthel
Yuchao Chang
Chinmay Nirkhe
Gabriele Santambrogio
Sarder Fakhrul Abedin
Vimal Bhatia
Ilias Politis
Rodolfo Villamizar
Alena Borshcheva
Marco Virili
Yasutomo Shirahama
Wallace Santos Lages
Shujuan Hou
Erikson Hardesty
Bessam Z. Al-Jewad
Xiaoping Fang
Mahmood Niazi
Sanjay P. Prabhu
Sebastien Petitdidier
Pedro D. F. Correia
Danny Eliyahu
Jesús E. Villadangos
Siddharth Jain
Julie Digne
Chengjian Zhang
Xiongwei Zhang
Jie Guo
Juan Francisco Reinoso Gordo
Olivia Louis
Vasco Pereira
Facundo José Pirez
Xuefei Zhang
Giuseppe Manco
Weidong Liu
Sara Jones
Oliver Burghard
Julia Kroll
Qijing Lu
Anna-Kaisa Repo
Jianhua Wei
Akis Kourtis
Daniel H. Jung
Eunkyung Kwon
Dongsoo Kim
J. Nicholas Laneman
Robert W. Brennan
Jung-Joo Lee
Longfu Luo
Jean-Marie Normand
Thies Pfeiffer
Donghui Guo
Qing Chen
Zhenwang Liu
Jiyuan Chen
Yi Liu 0026
