author	institution name	Company|University
Alexandra Dubray-Demol	Sanders-King	Company
Ishan Jaithwa	Islamic Azad University, Najaf Abad	University
Huanyu Yang	Shih Hsin University	University
Dan Ionescu	Gonzalez, Chang and Kerr	Company
Naotaka Nishimura	St. Joseph's University	University
Yonghun Kim	Reed PLC	Company
Sanghamitra Bandyopadhyay	Acharya Ranga Agricultural University	University
M. Ferretti	COMSATS Institute of Information Technology, Lahore	University
Longcheng Tan	Bright-Nichols	Company
Gisela Anton	Lindsey-Smith	Company
Chen Li	Kelley, Jones and Kim	Company
Alfredo Goñi	Hawkins-York	Company
Vikram Nathan	Tohoku University of Art and Design	University
Yandong Tang	Newton-Martin	Company
Giovanni Agosta	Butler Group	Company
Mohamed Naceur Abdelkrim	Marietta College	University
Kuo-Hua Chen	Riddle, Parker and Ford	Company
Steven Latré	Ford-Mckinney	Company
Thijs Willem Swinnen	Ecole Nationale Supérieure d'Electronique, d'Electrotechnique, d'Informatique et d'Hydraulique de Toulouse	University
Anastasios Badarlis	Hines, Espinoza and Wilson	Company
Muzammil Jusoh	Perez, Davidson and Palmer	Company
Kai Han	Nisho Gakusha University	University
Chris Brzuska	House, Rose and Kelly	Company
Christohper McKinney	Cox-Martin	Company
Michael Netter	Mendoza-Anderson	Company
Sourav Das	Foley Ltd	Company
Eui-Young Song	University of Saskatchewan	University
Zhiheng Li	Fisher-Lewis	Company
Yeon-Ho Jeong	Balqa Applied University	University
Seong-Ho Kong	North Central College	University
Jaka Kravanja	Cabrera PLC	Company
Sunirmal Khatua	Phillips, Foster and Thomas	Company
Iqra Fatima	Sellers, Ferguson and Parsons	Company
Kaustuv Chaudhuri	Mitchell-Fry	Company
Deepu Mohan	Wang-Bryan	Company
Weiqi Du	Chavez, Kim and Watson	Company
Haixia Wang	Howell, Hale and Dennis	Company
Kathrin Reetz	Malone PLC	Company
Rohan Kumar Rohil	Gillespie LLC	Company
H. W. Corley	Clark-Sanchez	Company
Toke Franke	Roosevelt Academy University College	University
Xun Chen	Lopez, Williams and Gardner	Company
Siddharth S. Kulkarni	Rodriguez-Sanders	Company
Francesco Devoti	Chung-Clark	Company
Ruth Angelie Cruz	Silva-Dyer	Company
Hyung Oh Choi	Stone, Carey and Jones	Company
Shunping Chen	Rochester Institute of Technology	University
P. Kumar	United States International University	University
Naushad Ansari	Yates and Sons	Company
Shaima Raji	King-Hensley	Company
Hidenori Uzuka	Mcdonald LLC	Company
Jinfeng Geng	Jones-Flores	Company
Marceau Guerin	Howard, Love and Ryan	Company
Yi Lu	Griffin-Nelson	Company
Xiaofang Chen	Taisho University	University
Guilherme Peretti Pezzi	Wright LLC	Company
Rosario Nicolosi	Warren, Gray and Coleman	Company
Paolo Guglielmi	Gibson, Powers and Palmer	Company
Francesco Cafaro	Camacho, Simmons and Orr	Company
Tanweer Ali	Madden PLC	Company
Chen Dong	Cole, Allen and White	Company
Jayadeva	Christensen LLC	Company
Melanie McBride	Moore, Jones and Lloyd	Company
Dung Phuong Trinh	Stephenson Ltd	Company
Kwang Suk Park	Yates and Sons	Company
Nilson Maciel	Smith Group	Company
Han-Dong Wu	Gomez-Miller	Company
Galid Arroud	Griffin-Webb	Company
Li Jiang 0001	St. Luke' s College of Nursing	University
Franz Quint	Universidad Técnica de Cotopaxi	University
Vishal Verma	Temple University Japan	University
Akio Kukita	Hubert Kairuki Memorial University	University
Raphaëlle Chaine	Reed, Perry and Valentine	Company
Giovanni Neri	Downs Group	Company
Shiqi Deng	Brown-Juarez	Company
Xiaomei Zhang	Roberts-Kirby	Company
Dandan Cheng	Yates and Sons	Company
Pengwen Xiong	New York Chiropractic College	University
Zi-Xia Song	Otterbein College	University
Paul Bello	Marshall-Murray	Company
Michael J. North	Universitas Riau	University
Klaudia Dziedzic	Sanchez and Sons	Company
Thierry Meynard	Ward-Duarte	Company
Roberto Di Stefano	Gonzalez LLC	Company
Thomas Schreiber	Gibson, Powers and Palmer	Company
Giacomo Langfelder	Jackson, Patterson and Smith	Company
Nasro Min-Allah	Anderson-Robinson	Company
Mehran Yazdi	Fachhochschule Weihenstephan	University
Nusrat Jahan Lisa	Davenport College of Business, Lansing	University
Asma Adnane	Adams Inc	Company
Sriharsha Mallapuram	Shaw University	University
Meng Wang 0008	Universidade Federal de Pernambuco	University
Antonio Fratini	Allen LLC	Company
Jia-Wei Chen	Kyoto Pharmaceutical University	University
Richie Shilton	Mitchell-Fry	Company
Doan Thai Son	Rivier College	University
Kris Steenhaut	Reed PLC	Company
Andrea L. Hartzler	Whitney, Harris and White	Company
Valeriu Beiu	Institute of Finance Management	University
Georgios Theodoridis	Odessa State Medical University	University
Ricardo Horta	Phillips, Foster and Thomas	Company
Wahidullah Niazi	Islamic Azad University, Qazvin	University
Jordan Besnoff	Rensselaer Polytechnic Institute	University
Qinyu Zhang	Instituto Superior de Informática e Gestão	University
Doug A. Bowman	Institut Catholique de Toulouse	University
Huijie Zhang	Ortiz, Rodriguez and Oconnor	Company
Farzad Safaei	Fachhochschule Nordhessen	University
Xiangyong Kong	Université de Versailles Saint-Quentin-en-Yvelines	University
Andy Zeng	Wong-Mcdonald	Company
Vo Anh	Wang, Morgan and Dougherty	Company
Nutnaree Kleawsirikul	Griffin-Webb	Company
Tomoharu Ogita	Sevastopol National Technical University	University
Zhisheng Lv	York University	University
Frederic D. McKenzie	Ivanovo State Power University	University
Zakia Asad	Bryan College	University
Jalil Rashidinia	Klaipeda University	University
Enrique Carabias	Kim PLC	Company
Alex Alexandridis	Dawson, Collins and Gonzales	Company
Massimo Manghisoni	Japan Women's University	University
Zhoubo Xu	Johnson-Alexander	Company
Lakhdar Sais	University of Central Lancashire	University
Mojgan Ahmadzadeh-Raji	Université Kasdi Merbah Ouargla	University
Gang Yu	Reed PLC	Company
Michael B. Steer	Lopez, Rodriguez and Lane	Company
Jheng-Jie Huang	Gillespie LLC	Company
Mehdi Rahmani-Andebili	American InterContinental University - Ft. Lauderdale	University
S. Rasoul Faraji	Wilson, Harrell and Harvey	Company
Sheng-nan Zhao	Gonzalez, Stephens and Rivera	Company
Uros Maver	Anderson, Robbins and Craig	Company
António Barrias	Agricultural University of Poznan	University
Manuel Sprung	Madden PLC	Company
Ajay Jain	National American University	University
Shabana Ramzan	Northeastern Ohio University College of Medicine	University
Antonio Manuel Santos Spencer Andrade	Murphy-Villegas	Company
Achintya K. Sarkar	Perry-Ho	Company
Zhuoya Fang	Bennett, Perez and Williams	Company
Elisa Hurwitz	Wilson Ltd	Company
Xu Weng	Munoz PLC	Company
Michael J. Olsen	Keller, Perry and Thomas	Company
Graziella Scandurra	Odessa State Medical University	University
Sucha Smanchat	University of Athens	University
Shoji Kawahito	Wong-Mcdonald	Company
Qiang Wu	Otterbein College	University
Prashant Bansal	Bowen-Smith	Company
Hairong Chu	Misr International University	University
Yunguo Jin	Latvian University of Agriculture	University
Dan Hulea	Kim PLC	Company
Zesong Fei	Salazar-Salazar	Company
Shuai Xue	Alvarado-Black	Company
Siti Nurasiah Binti Mat Nawi	Jones-Galvan	Company
Yi-Bin Lin	Martin, Macias and Gonzalez	Company
Börje Ljungberg	Wang, Morgan and Dougherty	Company
Antonio Navarrete-Guzman	Razi University	University
Pol Coppin	Gaborone Universal College of Law	University
Yingying Cheng	Ray LLC	Company
Stanislav Marchevsky	Mamasani University of Technology	University
Yusuke Kawamura	St. Petersburg State University of Civil Aviation	University
Shuai Huang	Weeks, Robertson and Garcia	Company
Jan Brejcha	Duke University	University
Felicia Cordeiro	Rodriguez-Hernandez	Company
Isaline Recloux	Telugu University	University
Saiwei Li	University of Rajasthan	University
Xavier Savatier	Carter-Greene	Company
Jim Holmes	Sir Syed University of Engineering and Technology	University
Jessica L. Cappadonna	Wheeler, Chambers and Lane	Company
Deng-Peng Xing	Whitney, Harris and White	Company
Salil Kanhere	University of Virginia, College at Wise	University
Yaomin Li	European Humanities University	University
Samuel Ver-Hoeye	Smith, Gilbert and Henry	Company
Nafiseh Kahani	Sindh Agricultural University	University
Diego Klabjan	Piedmont College	University
Jian Lan	Warren, Mckinney and Powell	Company
Kristopher J. Smith	Chodang University	University
Renzhi Chu	Coleman, Barnes and Armstrong	Company
C. Ramesh	Universitas Katolik Parahyangan	University
Siew-Chong Tan	University of Worcester	University
Shuo-Ju Yeh	Gibson, Powers and Palmer	Company
Bodong Li	International Institute for Geo - Information Science and Earth Observation	University
Adam Safron	Lyons-Hoffman	Company
Carlos Andrés Ramos-Paja	Lopez-Bean	Company
Volker Esteves	Wright LLC	Company
Mengchu Guo	Salinas, Grant and Rivera	Company
Shashwat Kumar	Snyder-Carey	Company
Jee-Hyong Lee	Barclay College	University
Guilherme Fião	Garrison, Hill and Simmons	Company
Ya&apos;an Li	Chen-Williams	Company
Giorgio Fornetti	Florida Christian College	University
Xinlong Zhang	National Technical University (Kiev Politechnical Institute)	University
Andreas Geiger	Wells, Haynes and Perkins	Company
Lin Li	Johnson-Turner	Company
Luis Botaya	St. Petersburg State Mining Institute (Technical University)	University
Zohaib Zahid	University of Arkansas at Monticello	University
Rajendran Samidurai	Reed, Perry and Valentine	Company
Yingying Dou	Luna-Andrade	Company
Sai Prem Shaji	Pacific Oaks College	University
Javier Bajo	Harris-Baker	Company
Minxuan Zhang	University of Palestine	University
Ramón Barber	Williams-Miller	Company
Carlos Mario Muñoz	AISECT University	University
Igor Burmistrov	Halla University	University
Yael Miron	Thompson Group	Company
Sourav Rana	Thompson-Barnett	Company
Xianwei Zheng	Ryan PLC	Company
Jun Yoneyama	Woods PLC	Company
Sabin Bhandari	Universidad de Antioquia	University
Shenggang Yan	Universidad Metropolitana	University
Zaher Hashisho	Colon, Smith and Wong	Company
Ishan Khanna	Koch-Cole	Company
Lianfeng Shen	Kramer and Sons	Company
Il-Yeup Ahn	Universidad Popular del Cesar	University
Roee Litman	Perez, Rice and Patterson	Company
Alexander I. Zeifman	Eberhard-Karls-Universität Tübingen	University
Fang Gao	Internationle Akademie für Philosophie	University
Geraint W. Jewell	ICI University	University
Hao-Hung Chai	Eichi University	University
Yu-Jung Li	Jones, Johnson and Mcdaniel	Company
Hsing-Cheng Yu	Payame Noor University	University
Elina Michopoulou	Simon's Rock College	University
Mikhail Asiatici	Okanagan University College	University
Songbo Zhang	Wise-Mitchell	Company
Gayani Samaraweera	Campbell, Collins and Perry	Company
Quoc-Hoan Tran	Hall-Gutierrez	Company
Makis Livadas	Ellis, Hansen and Combs	Company
Enver Tatlicioglu	Hudson LLC	Company
Hesam Nourmohamadi	Wilson, Harrell and Harvey	Company
Wanhua Zhu	Jagran Lakecity University	University
Zoran Najdovski	Al-Khair University	University
Radoslava Mitova	Horton-Lane	Company
Min-Cheol Kim	Open University of Sri Lanka	University
Kang-Yoon Lee	Yasuj University	University
Patrick Leduc	University of Lodz	University
Chaojie Li	Dares Salaam Institute of Technology	University
Mengnan Sun	ITT Technical Institute West Covina	University
Valeria Rosso	National Pingtung University of Science and Technology	University
Giorgos Aristomenopoulos	Brown LLC	Company
Guang Liu	Newport International University	University
Carlos Aguilar Melchor	Miller, Alvarado and Le	Company
Peiyao Chen	Perez, Davidson and Palmer	Company
Yiyang Li	Wilson, Harrell and Harvey	Company
Mukesh Kumar Rohil	Pace University	University
Yuzhong Chen	Nakhchivan State University	University
Yuting Ye	Chambers Ltd	Company
Soo-Hyun Park	Campbell and Sons	Company
Marissa Condon	Rheinische Fachhochschule Köln	University
Yuming Jiang	Romero PLC	Company
Yuh-Show Tsai	Flynn Group	Company
Gong-Bo Dai	Ecole Nationale d'Ingénieurs de Tarbes	University
Kazem Nogondarian	Lee, Allen and Gallagher	Company
Jing Fang	Sanders-Dean	Company
Gema Lopez-Rodriguez	Davis, Newton and Jimenez	Company
Chun-Fei Hsu	Garcia, Leon and Thompson	Company
Young-Cheol Lim	Nolan-Ramirez	Company
Derek Hoiem	Indian Institute of Technology, Kanpur	University
Dao Huy Cuong	Kinki University	University
Mijeom Kim	Krasnoyarsk State Technical University	University
Álvaro Sáenz de Inestrillas	Gray-Clark	Company
Kevin J. Gaston	Botswana College of Agriculture	University
Syed Mohammad Asim	Islamic Azad University, Maybod	University
Li-Xia Lei	Shaw PLC	Company
Khaled Omrani	Phillips, Foster and Thomas	Company
Jianhong Fu	Technological University (Maubin)	University
Luis Miguel Bergasa	Thomas Ltd	Company
Anderson Clayton Alves Nascimento	Brown Group	Company
Ahmed Alfadhel	Universitas Pesantren Darul Ulum Jombang	University
Jianhang Liu	Davis, Gomez and Rodriguez	Company
Jens Bartelt	Guerra, Alexander and Petersen	Company
Thanh Dinh	Université Mohammed V - Souissi	University
Hadeel Alzoubi	IASE (Institute of Advanced Studies) Deemed University	University
Kensuke Hisatomi	Smith, Gilbert and Henry	Company
Giorgio Mussi	Huron University USA in London	University
Lalit Manam	University of Prince Edward Island	University
Fuad Un-Noor	Stephens Group	Company
Tin Barisa	Beck Group	Company
Wei Bao	Novosibirsk State Academy of Economics and Mangement	University
Fangjiong Chen	Peru State College	University
Yufan Cao	Medina-Holt	Company
Steven McDonagh	University of Bologna	University
Jung Hee Cheon	Johnson-Jennings	Company
Tino Jercic	Da-Yeh University	University
Yubo Kou	University of Central Missouri	University
Ziyi Chen	Ray LLC	Company
Ume Ayesha	Marshall-Murray	Company
Bosheng Liu	Lewis-Clark State College	University
Mayank Pandey	University of Wales, Lampeter	University
Muhammad Zafar Ullah Khan	Schiller International University, London	University
Fuh-Der Chou	Romero Inc	Company
Jianjun Liu	Andrews University	University
Apalak Khatua	Williams PLC	Company
Daniel Granlund	University of Wales, Swansea	University
Hayato Sagisaka	Galloway Inc	Company
Jignesh K. Thanki	Lopez, Scott and Cortez	Company
Michael Z. Q. Chen	Hokkaigakuen University of Kitami	University
Yanchun Zhang	Farrell-Townsend	Company
Jia Yang	Parker, Saunders and Parker	Company
Claudia Eckert 0001	Karachi Institute Of Economics And Technology	University
George Weiss	Wilson, Martinez and Saunders	Company
Run Jiang	Creighton University	University
Hanêne Ben-Abdallah	Thompson Ltd	Company
Tamal K. Dey	Payne LLC	Company
Andreas Reichinger	Korea University	University
Xuning Shao	Bright-Luna	Company
Xinyu Hu	Meiji Gakuin University	University
Xiaobing Ma 0001	Southwest Agricultural University	University
Sérgio Figueiredo	Dong Eui University	University
Hao Ran Chi	Robles-Bass	Company
Yunke Li	Universitas Muria Kudus	University
Zhiwei Chen	Mercer University, Cecil B. Day Campus	University
Sivakumar Nadarajan	Kankakee Community College	University
Claudio Gentili	Université de Haute-Alsace	University
Florence Le Ber	Marquez, Small and Owen	Company
Olha Nahorna	Joseph-Odonnell	Company
Miriam Aragó	Brown Ltd	Company
Matthias Nießner	Xi'an Highway University	University
Xiaobin Wang	Stevens Inc	Company
Roberto Mirizzi	Ryan-Moore	Company
Susmita Dey Manasi	Nicholson Group	Company
Dzmitry A. Budzko	Jones, Brown and Carroll	Company
Robert Haber	Cline PLC	Company
Zixiang Xiong	Weeks, Robertson and Garcia	Company
Kelly Ryan	Art Academy of Cincinnati	University
Grzegorz Chmaj	University of lloilo	University
Dino Ienco	Rios Ltd	Company
Muhammad Usman Ghani Khan	Thomas LLC	Company
Gabriel F. Pivaro	Konkan Agricultural University	University
Kasper B. Vendelbo	Mitchell Ltd	Company
Emilio Gómez	Thornton Ltd	Company
Young-Wook Son	Mount St. Clare College	University
Ying Li	Perez LLC	Company
Arnab Phani	The American College	University
Sandeep G. Surya	Keller, Perry and Thomas	Company
Rajarshi Roy	Stevens Inc	Company
Yun-Chung Leung	University of Hormozgan	University
Maria Luisa Pertegal-Felices	International Blacksea University	University
Sophie Chabridon	Hines, Espinoza and Wilson	Company
Wanrong Yu	Lee-Wallace	Company
Jianlei Zhang	Washington, Cruz and Robinson	Company
Sih-Huei Chen	Johnson-Williams	Company
Priya Anand	National University of Shipbuilding	University
Wenhui Que	Technical University of Radom	University
Andhavarapu Lokesh	National Institute of Technology, Trichy	University
Ji-Yoon Yoo	Henry, Rosario and Luna	Company
Shui Yu	Evangelische Fachhochschule Freiburg, Hochschule für Soziale Arbeit, Diakonie und Religionspädagogik	University
Pradeep Sen	Hudson LLC	Company
Kaiming Nie	Fairmont State College	University
